(13.53, 4.99), (13.45, 4.94), [225, 225, 225]
(20.77, 16.85), (20.71, 16.84), [225, 225, 225]
(22.44, 6.23), (22.44, 6.2), [225, 225, 225]
(11.2, 6.17), (11.33, 6.04), [225, 225, 225]
(10.31, 1.97), (10.31, 1.94), [225, 225, 225]
(13.58, 10.84), (13.64, 10.81), [0, 0, 0]
(16.45, 10.96), (16.51, 10.96), [0, 0, 0]
(6.94, 4.82), (6.94, 4.79), [225, 225, 225]
(2.44, 7.72), (2.44, 7.69), [225, 225, 225]
(3.91, 11.03), (4.0, 11.05), [225, 225, 225]
(5.35, 9.19), (5.32, 9.2), [225, 225, 225]
(1.48, 11.14), (1.48, 11.11), [225, 225, 225]
(22.16, 6.69), (22.16, 6.66), [225, 225, 225]
(8.15, 9.88), (8.09, 9.87), [225, 225, 225]
(17.45, 2.91), (17.49, 2.84), [225, 225, 225]
(22.5, 3.4), (22.5, 3.38), [225, 225, 225]
(13.67, 8.81), (13.8, 8.83), [225, 225, 225]
(13.73, 14.49), (13.74, 14.43), [0, 0, 0]
(2.6, 9.92), (2.59, 9.94), [225, 225, 225]
(18.4, 13.87), (18.46, 13.86), [225, 225, 225]
(4.48, 16.37), (4.48, 16.35), [225, 225, 225]
(11.3, 17.11), (11.3, 17.08), [225, 225, 225]
(14.93, 8.59), (15.07, 8.56), [225, 225, 225]
(23.01, 17.15), (23.1, 17.15), [225, 225, 225]
(5.9, 8.3), (5.83, 8.3), [225, 225, 225]
(14.12, 7.49), (14.15, 7.44), [225, 225, 225]
(4.01, 9.35), (3.95, 9.48), [225, 225, 225]
(8.49, 1.21), (8.49, 1.18), [225, 225, 225]
(19.86, 17.91), (19.83, 17.9), [225, 225, 225]
(15.44, 11.79), (15.48, 11.75), [0, 0, 0]
(16.24, 11.02), (16.29, 11.01), [0, 0, 0]
(19.32, 6.51), (19.32, 6.67), [225, 225, 225]
(9.29, 18.24), (9.29, 18.22), [225, 225, 225]
(5.86, 15.5), (5.86, 15.48), [225, 225, 225]
(17.22, 7.09), (17.22, 7.07), [225, 225, 225]
(19.15, 18.28), (19.19, 18.24), [225, 225, 225]
(7.93, 1.59), (7.93, 1.56), [225, 225, 225]
(5.52, 18.49), (5.52, 18.46), [225, 225, 225]
(5.46, 17.7), (5.46, 17.68), [225, 225, 225]
(1.73, 11.16), (1.73, 11.14), [225, 225, 225]
(2.1, 0.09), (2.1, 0.07), [225, 225, 225]
(22.13, 8.45), (22.13, 8.42), [225, 225, 225]
(11.59, 5.68), (11.68, 5.61), [0, 0, 0]
(13.96, 0.82), (13.94, 0.87), [225, 225, 225]
(6.45, 2.81), (6.45, 2.78), [225, 225, 225]
(22.1, 13.25), (22.1, 13.23), [225, 225, 225]
(11.57, 4.14), (11.57, 4.11), [225, 225, 225]
(9.48, 10.02), (9.48, 10.0), [225, 225, 225]
(19.46, 7.85), (19.5, 7.78), [225, 225, 225]
(6.14, 8.07), (6.14, 8.04), [225, 225, 225]
(7.22, 14.69), (7.22, 14.66), [225, 225, 225]
(22.75, 14.13), (22.74, 14.19), [225, 225, 225]
(10.31, 17.73), (10.31, 17.7), [225, 225, 225]
(14.29, 8.82), (14.41, 8.81), [225, 225, 225]
(23.73, 8.1), (23.73, 8.07), [225, 225, 225]
(12.78, 3.65), (12.77, 3.68), [225, 225, 225]
(22.75, 8.23), (22.75, 8.21), [225, 225, 225]
(13.6, 17.09), (13.57, 17.09), [225, 225, 225]
(24.01, 18.33), (24.01, 18.3), [225, 225, 225]
(9.57, 14.39), (9.57, 14.37), [225, 225, 225]
(1.67, 12.82), (1.67, 12.79), [225, 225, 225]
(4.77, 9.09), (4.8, 9.08), [225, 225, 225]
(10.15, 0.37), (10.15, 0.34), [225, 225, 225]
(21.04, 6.24), (21.06, 6.19), [225, 225, 225]
(24.17, 4.35), (24.17, 4.33), [225, 225, 225]
(7.99, 2.46), (7.99, 2.43), [225, 225, 225]
(20.06, 6.27), (20.19, 6.21), [0, 0, 0]
(1.57, 9.24), (1.57, 9.21), [225, 225, 225]
(9.49, 8.59), (9.58, 8.61), [225, 225, 225]
(2.75, 6.58), (2.75, 6.55), [225, 225, 225]
(5.4, 13.69), (5.4, 13.66), [225, 225, 225]
(6.2, 12.85), (6.2, 12.82), [225, 225, 225]
(0.25, 18.33), (0.25, 18.3), [225, 225, 225]
(16.51, 14.02), (16.45, 14.03), [225, 225, 225]
(12.56, 9.13), (12.56, 9.1), [225, 225, 225]
(16.9, 1.31), (16.87, 1.29), [225, 225, 225]
(2.04, 11.03), (2.04, 11.0), [225, 225, 225]
(17.08, 3.18), (17.12, 3.22), [225, 225, 225]
(7.16, 10.98), (7.1, 11.05), [225, 225, 225]
(16.96, 16.39), (16.99, 16.44), [225, 225, 225]
(9.72, 9.64), (9.72, 9.62), [225, 225, 225]
(12.98, 13.22), (13.01, 13.2), [0, 0, 0]
(18.89, 9.64), (18.89, 9.56), [225, 225, 225]
(6.79, 1.7), (6.79, 1.67), [225, 225, 225]
(13.46, 8.54), (13.64, 8.55), [0, 0, 0]
(20.19, 13.16), (20.25, 13.15), [225, 225, 225]
(6.48, 16.45), (6.48, 16.43), [225, 225, 225]
(19.37, 7.18), (19.52, 7.14), [225, 225, 225]
(10.03, 15.1), (10.03, 15.07), [225, 225, 225]
(14.9, 1.86), (14.91, 1.83), [225, 225, 225]
(12.38, 5.46), (12.31, 5.4), [0, 0, 0]
(0.99, 6.52), (0.99, 6.5), [225, 225, 225]
(8.64, 17.65), (8.64, 17.62), [225, 225, 225]
(10.36, 8.49), (10.5, 8.44), [225, 225, 225]
(20.71, 4.0), (20.71, 3.97), [225, 225, 225]
(24.85, 18.76), (24.85, 18.73), [225, 225, 225]
(7.87, 19.06), (7.87, 19.03), [225, 225, 225]
(17.1, 14.44), (17.16, 14.42), [225, 225, 225]
(10.4, 5.62), (10.22, 5.66), [225, 225, 225]
(16.05, 15.72), (16.04, 15.8), [225, 225, 225]
(16.45, 17.91), (16.51, 17.9), [225, 225, 225]
(11.66, 6.06), (11.79, 5.99), [225, 225, 225]
(0.09, 14.53), (0.09, 14.5), [225, 225, 225]
(6.11, 2.59), (6.11, 2.56), [225, 225, 225]
(6.54, 17.76), (6.54, 17.73), [225, 225, 225]
(24.63, 2.86), (24.63, 2.84), [225, 225, 225]
(14.48, 14.96), (14.54, 14.94), [225, 225, 225]
(1.94, 8.02), (1.94, 7.99), [225, 225, 225]
(21.45, 19.25), (21.45, 19.22), [225, 225, 225]
(15.91, 9.84), (15.82, 9.8), [0, 0, 0]
(10.9, 4.76), (10.9, 4.73), [225, 225, 225]
(7.28, 18.24), (7.28, 18.22), [225, 225, 225]
(24.51, 9.02), (24.51, 8.99), [225, 225, 225]
(7.81, 8.78), (7.81, 8.75), [225, 225, 225]
(17.11, 16.86), (17.15, 16.89), [225, 225, 225]
(9.1, 16.92), (9.1, 16.89), [225, 225, 225]
(15.12, 0.55), (15.06, 0.48), [225, 225, 225]
(21.42, 13.97), (21.42, 13.92), [225, 225, 225]
(10.43, 1.34), (10.43, 1.32), [225, 225, 225]
(21.17, 3.51), (21.17, 3.49), [225, 225, 225]
(2.93, 4.33), (2.93, 4.3), [225, 225, 225]
(18.63, 4.28), (18.47, 4.35), [0, 0, 0]
(18.13, 10.86), (18.16, 10.85), [0, 0, 0]
(1.2, 19.19), (1.2, 19.17), [225, 225, 225]
(16.67, 4.85), (16.73, 4.97), [0, 0, 0]
(5.56, 1.23), (5.56, 1.21), [225, 225, 225]
(22.72, 6.33), (22.72, 6.31), [225, 225, 225]
(10.65, 17.7), (10.65, 17.68), [225, 225, 225]
(23.88, 17.56), (23.9, 17.54), [225, 225, 225]
(18.88, 17.3), (18.9, 17.38), [225, 225, 225]
(13.73, 0.09), (13.73, 0.07), [225, 225, 225]
(5.68, 9.94), (5.81, 9.87), [225, 225, 225]
(4.23, 15.4), (4.23, 15.37), [225, 225, 225]
(5.45, 9.81), (5.48, 9.94), [225, 225, 225]
(7.19, 16.32), (7.19, 16.29), [225, 225, 225]
(4.48, 17.54), (4.48, 17.51), [225, 225, 225]
(20.76, 16.65), (20.85, 16.62), [225, 225, 225]
(16.63, 7.07), (16.58, 7.04), [225, 225, 225]
(6.2, 2.24), (6.2, 2.21), [225, 225, 225]
(22.11, 10.41), (22.08, 10.42), [225, 225, 225]
(5.71, 1.7), (5.71, 1.67), [225, 225, 225]
(0.93, 0.5), (0.93, 0.47), [225, 225, 225]
(24.75, 0.66), (24.75, 0.64), [225, 225, 225]
(17.53, 1.04), (17.53, 1.02), [225, 225, 225]
(13.66, 13.19), (13.63, 13.18), [0, 0, 0]
(23.12, 5.01), (23.12, 4.98), [225, 225, 225]
(17.41, 3.15), (17.46, 3.09), [225, 225, 225]
(19.51, 0.94), (19.51, 0.91), [225, 225, 225]
(9.48, 3.68), (9.48, 3.65), [225, 225, 225]
(19.19, 17.76), (19.15, 17.72), [225, 225, 225]
(22.2, 16.49), (22.12, 16.45), [225, 225, 225]
(14.19, 19.28), (14.21, 19.3), [225, 225, 225]
(18.66, 18.13), (18.75, 18.17), [225, 225, 225]
(20.82, 10.37), (20.85, 10.41), [225, 225, 225]
(2.13, 10.05), (2.13, 10.02), [225, 225, 225]
(7.07, 1.23), (7.07, 1.21), [225, 225, 225]
(5.25, 0.34), (5.25, 0.31), [225, 225, 225]
(10.9, 7.3), (10.83, 7.19), [225, 225, 225]
(23.16, 17.55), (23.19, 17.55), [225, 225, 225]
(8.36, 18.54), (8.36, 18.52), [225, 225, 225]
(0.56, 6.06), (0.56, 6.04), [225, 225, 225]
(11.94, 16.78), (11.94, 16.75), [225, 225, 225]
(8.4, 13.52), (8.4, 13.5), [225, 225, 225]
(12.22, 4.85), (12.16, 4.86), [225, 225, 225]
(18.52, 10.82), (18.45, 10.77), [0, 0, 0]
(19.89, 15.44), (19.92, 15.43), [225, 225, 225]
(8.46, 7.2), (8.46, 7.18), [225, 225, 225]
(2.01, 9.48), (2.01, 9.45), [225, 225, 225]
(23.23, 16.03), (23.19, 15.99), [225, 225, 225]
(14.46, 12.51), (14.49, 12.5), [0, 0, 0]
(2.93, 2.59), (2.93, 2.56), [225, 225, 225]
(7.5, 3.59), (7.5, 3.57), [225, 225, 225]
(12.83, 6.2), (12.85, 6.12), [225, 225, 225]
(8.49, 15.23), (8.49, 15.21), [225, 225, 225]
(13.03, 8.52), (13.21, 8.57), [225, 225, 225]
(16.38, 4.71), (16.4, 4.84), [225, 225, 225]
(22.99, 2.75), (22.99, 2.73), [225, 225, 225]
(12.5, 10.63), (12.44, 10.64), [0, 0, 0]
(0.65, 14.72), (0.65, 14.69), [225, 225, 225]
(1.7, 9.45), (1.7, 9.43), [225, 225, 225]
(10.34, 15.04), (10.34, 15.02), [225, 225, 225]
(3.32, 9.93), (3.34, 9.88), [225, 225, 225]
(10.82, 6.05), (10.91, 6.05), [0, 0, 0]
(20.51, 13.68), (20.54, 13.67), [225, 225, 225]
(15.35, 18.69), (15.27, 18.64), [225, 225, 225]
(23.83, 6.47), (23.83, 6.44), [225, 225, 225]
(23.61, 19.11), (23.61, 19.09), [225, 225, 225]
(19.63, 18.23), (19.57, 18.24), [225, 225, 225]
(23.67, 0.12), (23.67, 0.09), [225, 225, 225]
(22.69, 7.45), (22.69, 7.42), [225, 225, 225]
(15.63, 5.62), (15.61, 5.67), [225, 225, 225]
(11.33, 6.26), (11.44, 6.17), [225, 225, 225]
(7.85, 10.67), (7.89, 10.71), [225, 225, 225]
(23.54, 11.81), (23.55, 11.79), [225, 225, 225]
(16.94, 15.04), (16.89, 15.07), [225, 225, 225]
(17.58, 11.61), (17.61, 11.62), [0, 0, 0]
(14.44, 17.96), (14.51, 17.96), [225, 225, 225]
(20.52, 19.22), (20.52, 19.19), [225, 225, 225]
(10.06, 1.15), (10.06, 1.13), [225, 225, 225]
(6.48, 7.53), (6.48, 7.5), [225, 225, 225]
(1.33, 18.38), (1.33, 18.35), [225, 225, 225]
(8.86, 15.99), (8.86, 15.97), [225, 225, 225]
(20.19, 0.53), (20.19, 0.5), [225, 225, 225]
(11.91, 17.49), (11.91, 17.46), [225, 225, 225]
(1.39, 0.75), (1.39, 0.72), [225, 225, 225]
(19.55, 6.32), (19.46, 6.43), [0, 0, 0]
(15.58, 17.32), (15.59, 17.35), [225, 225, 225]
(15.81, 0.58), (15.79, 0.56), [225, 225, 225]
(19.77, 4.45), (19.68, 4.34), [225, 225, 225]
(21.48, 10.97), (21.42, 10.95), [225, 225, 225]
(23.95, 14.76), (23.95, 14.81), [225, 225, 225]
(10.74, 13.2), (10.74, 13.17), [225, 225, 225]
(5.62, 7.23), (5.62, 7.2), [225, 225, 225]
(22.05, 15.7), (22.09, 15.66), [225, 225, 225]
(2.53, 14.01), (2.53, 13.99), [225, 225, 225]
(13.26, 17.46), (13.28, 17.48), [225, 225, 225]
(19.78, 7.16), (19.85, 7.11), [225, 225, 225]
(24.41, 7.42), (24.41, 7.39), [225, 225, 225]
(19.97, 2.78), (19.97, 2.75), [225, 225, 225]
(20.02, 13.76), (20.05, 13.75), [225, 225, 225]
(11.57, 4.03), (11.57, 4.0), [225, 225, 225]
(2.69, 16.35), (2.69, 16.32), [225, 225, 225]
(15.75, 0.39), (15.73, 0.37), [225, 225, 225]
(4.44, 15.88), (4.44, 15.86), [225, 225, 225]
(19.1, 0.58), (19.1, 0.56), [225, 225, 225]
(5.9, 2.24), (5.9, 2.21), [225, 225, 225]
(20.02, 7.28), (20.04, 7.26), [225, 225, 225]
(21.51, 8.99), (21.51, 8.97), [225, 225, 225]
(13.93, 4.91), (13.91, 4.96), [225, 225, 225]
(0.28, 6.66), (0.28, 6.63), [225, 225, 225]
(4.51, 1.59), (4.51, 1.56), [225, 225, 225]
(4.78, 6.55), (4.78, 6.52), [225, 225, 225]
(10.83, 12.05), (10.84, 12.1), [225, 225, 225]
(20.32, 10.29), (20.36, 10.33), [225, 225, 225]
(19.16, 10.38), (19.11, 10.35), [225, 225, 225]
(21.09, 10.11), (21.07, 10.03), [225, 225, 225]
(10.03, 15.29), (10.03, 15.26), [225, 225, 225]
(4.38, 14.12), (4.38, 14.09), [225, 225, 225]
(22.17, 15.07), (22.15, 14.99), [225, 225, 225]
(0.93, 6.36), (0.93, 6.33), [225, 225, 225]
(24.17, 3.84), (24.17, 3.81), [225, 225, 225]
(22.82, 16.5), (22.8, 16.55), [225, 225, 225]
(18.09, 1.75), (18.09, 1.72), [225, 225, 225]
(2.93, 2.21), (2.93, 2.18), [225, 225, 225]
(13.1, 7.4), (13.19, 7.41), [225, 225, 225]
(19.94, 16.64), (20.0, 16.57), [225, 225, 225]
(14.15, 4.58), (14.12, 4.59), [225, 225, 225]
(18.44, 16.44), (18.47, 16.49), [225, 225, 225]
(8.4, 16.37), (8.4, 16.35), [225, 225, 225]
(21.77, 10.39), (21.74, 10.39), [225, 225, 225]
(22.75, 10.0), (22.75, 9.97), [225, 225, 225]
(14.47, 2.37), (14.48, 2.35), [225, 225, 225]
(14.17, 14.02), (14.29, 13.98), [0, 0, 0]
(7.18, 12.34), (7.26, 12.3), [225, 225, 225]
(9.57, 9.59), (9.57, 9.56), [225, 225, 225]
(7.9, 9.26), (7.9, 9.24), [225, 225, 225]
(24.62, 12.94), (24.64, 12.89), [225, 225, 225]
(6.7, 4.57), (6.7, 4.54), [225, 225, 225]
(5.37, 8.84), (5.43, 8.85), [225, 225, 225]
(21.2, 12.32), (21.15, 12.26), [225, 225, 225]
(18.55, 6.23), (18.55, 6.2), [225, 225, 225]
(10.19, 5.17), (10.19, 5.14), [225, 225, 225]
(14.03, 2.89), (14.06, 2.81), [225, 225, 225]
(3.12, 2.43), (3.12, 2.4), [225, 225, 225]
(20.28, 1.18), (20.28, 1.15), [225, 225, 225]
(9.63, 19.25), (9.63, 19.22), [225, 225, 225]
(1.94, 16.16), (1.94, 16.13), [225, 225, 225]
(14.04, 6.55), (14.04, 6.52), [225, 225, 225]
(0.83, 12.52), (0.83, 12.49), [225, 225, 225]
(17.08, 11.19), (17.12, 11.22), [0, 0, 0]
(1.45, 9.05), (1.45, 9.02), [225, 225, 225]
(1.88, 3.68), (1.88, 3.65), [225, 225, 225]
(12.97, 3.91), (12.95, 3.96), [225, 225, 225]
(10.42, 7.73), (10.51, 7.73), [225, 225, 225]
(17.67, 14.44), (17.7, 14.43), [225, 225, 225]
(20.74, 8.02), (20.74, 7.99), [225, 225, 225]
(12.11, 11.91), (12.14, 11.91), [0, 0, 0]
(19.32, 9.37), (19.32, 9.35), [225, 225, 225]
(13.6, 11.34), (13.63, 11.34), [0, 0, 0]
(21.27, 18.81), (21.27, 18.79), [225, 225, 225]
(17.61, 4.05), (17.45, 4.03), [0, 0, 0]
(8.67, 12.09), (8.67, 12.06), [225, 225, 225]
(21.36, 16.57), (21.42, 16.58), [225, 225, 225]
(20.0, 3.57), (20.0, 3.54), [225, 225, 225]
(7.25, 2.84), (7.25, 2.81), [225, 225, 225]
(17.47, 6.17), (17.47, 6.14), [225, 225, 225]
(17.19, 12.36), (17.25, 12.33), [0, 0, 0]
(7.53, 17.38), (7.53, 17.35), [225, 225, 225]
(13.49, 8.18), (13.3, 8.21), [0, 0, 0]
(0.99, 15.88), (0.99, 15.86), [225, 225, 225]
(5.34, 6.5), (5.34, 6.47), [225, 225, 225]
(19.38, 1.86), (19.38, 1.83), [225, 225, 225]
(17.1, 18.6), (17.16, 18.57), [225, 225, 225]
(16.8, 18.83), (16.9, 18.77), [0, 0, 0]
(15.13, 4.79), (15.12, 4.76), [225, 225, 225]
(1.57, 7.04), (1.57, 7.01), [225, 225, 225]
(1.7, 1.18), (1.7, 1.15), [225, 225, 225]
(5.15, 1.99), (5.15, 1.97), [225, 225, 225]
(3.56, 8.8), (3.54, 8.88), [225, 225, 225]
(7.56, 0.04), (7.56, 0.01), [225, 225, 225]
(24.6, 2.27), (24.6, 2.24), [225, 225, 225]
(9.47, 7.41), (9.42, 7.51), [0, 0, 0]
(4.41, 3.51), (4.41, 3.49), [225, 225, 225]
(10.19, 17.81), (10.19, 17.78), [225, 225, 225]
(15.2, 0.04), (15.17, 0.02), [225, 225, 225]
(23.01, 15.67), (22.98, 15.75), [225, 225, 225]
(12.92, 15.56), (12.95, 15.64), [0, 0, 0]
(24.54, 5.3), (24.54, 5.28), [225, 225, 225]
(15.68, 0.87), (15.61, 0.81), [225, 225, 225]
(21.91, 18.81), (21.91, 18.79), [225, 225, 225]
(11.54, 0.91), (11.54, 0.88), [225, 225, 225]
(4.01, 15.4), (4.01, 15.37), [225, 225, 225]
(6.94, 0.72), (6.94, 0.69), [225, 225, 225]
(15.34, 2.46), (15.34, 2.43), [225, 225, 225]
(5.96, 12.0), (5.9, 11.98), [225, 225, 225]
(14.91, 2.05), (14.91, 2.02), [225, 225, 225]
(17.21, 7.89), (17.12, 7.9), [225, 225, 225]
(15.68, 1.09), (15.61, 1.03), [225, 225, 225]
(18.58, 1.02), (18.58, 0.99), [225, 225, 225]
(15.26, 14.44), (15.17, 14.43), [225, 225, 225]
(24.48, 16.24), (24.48, 16.21), [225, 225, 225]
(19.59, 17.28), (19.61, 17.23), [225, 225, 225]
(20.77, 17.02), (20.71, 17.0), [225, 225, 225]
(1.94, 4.82), (1.94, 4.79), [225, 225, 225]
(3.8, 0.2), (3.8, 0.18), [225, 225, 225]
(23.11, 14.6), (23.18, 14.65), [225, 225, 225]
(8.02, 3.38), (8.02, 3.35), [225, 225, 225]
(6.96, 8.94), (6.93, 8.92), [225, 225, 225]
(20.15, 6.6), (20.22, 6.48), [225, 225, 225]
(20.99, 8.75), (20.99, 8.72), [225, 225, 225]
(6.76, 9.27), (6.82, 9.34), [225, 225, 225]
(23.33, 9.7), (23.33, 9.67), [225, 225, 225]
(18.52, 18.3), (18.46, 18.32), [225, 225, 225]
(19.17, 1.07), (19.17, 1.04), [225, 225, 225]
(1.42, 16.48), (1.42, 16.45), [225, 225, 225]
(24.4, 13.09), (24.43, 13.01), [225, 225, 225]
(20.97, 10.42), (21.01, 10.47), [225, 225, 225]
(11.79, 7.81), (11.73, 7.82), [225, 225, 225]
(0.15, 12.09), (0.15, 12.06), [225, 225, 225]
(9.35, 16.56), (9.35, 16.54), [225, 225, 225]
(4.48, 9.17), (4.41, 9.12), [225, 225, 225]
(14.66, 4.41), (14.66, 4.38), [225, 225, 225]
(0.59, 14.94), (0.59, 14.91), [225, 225, 225]
(18.13, 4.26), (17.99, 4.15), [0, 0, 0]
(2.25, 7.42), (2.25, 7.39), [225, 225, 225]
(11.33, 1.51), (11.33, 1.48), [225, 225, 225]
(1.6, 14.26), (1.6, 14.23), [225, 225, 225]
(19.22, 4.84), (19.3, 4.87), [0, 0, 0]
(16.85, 3.69), (16.79, 3.69), [225, 225, 225]
(7.38, 4.08), (7.38, 4.06), [225, 225, 225]
(24.75, 15.61), (24.75, 15.59), [225, 225, 225]
(12.22, 0.07), (12.22, 0.04), [225, 225, 225]
(17.25, 2.2), (17.19, 2.14), [225, 225, 225]
(10.83, 17.73), (10.83, 17.7), [225, 225, 225]
(6.85, 0.72), (6.85, 0.69), [225, 225, 225]
(11.76, 12.64), (11.82, 12.7), [0, 0, 0]
(6.94, 15.29), (6.94, 15.26), [225, 225, 225]
(7.09, 9.88), (7.11, 9.93), [225, 225, 225]
(4.32, 7.39), (4.32, 7.37), [225, 225, 225]
(0.22, 8.26), (0.22, 8.23), [225, 225, 225]
(16.94, 1.67), (16.89, 1.64), [225, 225, 225]
(23.29, 11.64), (23.31, 11.59), [225, 225, 225]
(6.96, 10.21), (6.87, 10.19), [225, 225, 225]
(8.86, 13.52), (8.86, 13.5), [225, 225, 225]
(5.25, 2.18), (5.25, 2.16), [225, 225, 225]
(13.41, 11.91), (13.44, 11.91), [0, 0, 0]
(12.62, 1.91), (12.62, 1.89), [225, 225, 225]
(13.44, 11.18), (13.47, 11.17), [0, 0, 0]
(14.89, 6.35), (14.86, 6.4), [225, 225, 225]
(16.04, 5.02), (16.06, 4.97), [225, 225, 225]
(8.15, 3.78), (8.15, 3.76), [225, 225, 225]
(2.47, 16.48), (2.47, 16.45), [225, 225, 225]
(13.67, 5.98), (13.67, 5.96), [225, 225, 225]
(4.57, 8.36), (4.51, 8.36), [225, 225, 225]
(22.61, 14.2), (22.64, 14.28), [225, 225, 225]
(11.24, 10.98), (11.17, 11.1), [225, 225, 225]
(3.4, 14.26), (3.4, 14.23), [225, 225, 225]
(10.65, 6.81), (10.64, 6.65), [225, 225, 225]
(6.51, 5.25), (6.51, 5.22), [225, 225, 225]
(15.42, 6.66), (15.45, 6.58), [225, 225, 225]
(4.72, 10.45), (4.78, 10.44), [225, 225, 225]
(20.21, 6.47), (20.34, 6.39), [225, 225, 225]
(14.84, 10.85), (14.91, 10.9), [0, 0, 0]
(3.3, 14.26), (3.3, 14.23), [225, 225, 225]
(21.54, 2.54), (21.54, 2.51), [225, 225, 225]
(13.56, 2.81), (13.53, 2.89), [225, 225, 225]
(7.81, 1.99), (7.81, 1.97), [225, 225, 225]
(13.15, 11.67), (13.21, 11.66), [0, 0, 0]
(20.22, 13.11), (20.28, 13.1), [225, 225, 225]
(6.12, 9.64), (6.04, 9.56), [225, 225, 225]
(18.83, 13.41), (18.89, 13.4), [225, 225, 225]
(14.54, 6.8), (14.53, 6.82), [225, 225, 225]
(1.45, 3.62), (1.45, 3.59), [225, 225, 225]
(24.12, 12.11), (24.09, 12.09), [225, 225, 225]
(9.41, 15.29), (9.41, 15.26), [225, 225, 225]
(7.28, 8.04), (7.28, 8.02), [225, 225, 225]
(19.04, 12.81), (19.1, 12.8), [225, 225, 225]
(6.11, 19.19), (6.11, 19.17), [225, 225, 225]
(11.94, 18.79), (11.94, 18.76), [225, 225, 225]
(13.5, 18.15), (13.54, 18.1), [225, 225, 225]
(1.85, 1.78), (1.85, 1.75), [225, 225, 225]
(13.75, 18.57), (13.84, 18.6), [0, 0, 0]
(22.61, 15.5), (22.63, 15.42), [225, 225, 225]
(22.07, 17.26), (22.13, 17.2), [225, 225, 225]
(15.59, 17.3), (15.58, 17.32), [225, 225, 225]
(17.81, 0.01), (17.81, -0.01), [225, 225, 225]
(4.26, 0.53), (4.26, 0.5), [225, 225, 225]
(9.48, 15.02), (9.48, 14.99), [225, 225, 225]
(13.97, 17.57), (14.0, 17.59), [225, 225, 225]
(5.93, 0.83), (5.93, 0.8), [225, 225, 225]
(5.09, 15.91), (5.09, 15.88), [225, 225, 225]
(6.14, 14.2), (6.14, 14.18), [225, 225, 225]
(7.53, 17.62), (7.53, 17.59), [225, 225, 225]
(0.77, 5.98), (0.77, 5.96), [225, 225, 225]
(15.76, 6.75), (15.72, 6.71), [225, 225, 225]
(13.86, 8.64), (14.04, 8.67), [225, 225, 225]
(9.51, 5.25), (9.51, 5.22), [225, 225, 225]
(14.48, 10.1), (14.54, 10.09), [0, 0, 0]
(17.46, 2.06), (17.42, 2.01), [225, 225, 225]
(3.61, 6.9), (3.61, 6.88), [225, 225, 225]
(18.09, 17.92), (18.14, 17.95), [225, 225, 225]
(10.62, 8.97), (10.62, 8.94), [225, 225, 225]
(6.64, 17.13), (6.64, 17.11), [225, 225, 225]
(7.56, 15.88), (7.56, 15.86), [225, 225, 225]
(20.95, 6.04), (20.97, 5.96), [225, 225, 225]
(17.95, 14.25), (17.98, 14.24), [225, 225, 225]
(4.18, 11.57), (4.21, 11.65), [225, 225, 225]
(22.84, 4.68), (22.84, 4.65), [225, 225, 225]
(19.28, 15.17), (19.31, 15.16), [225, 225, 225]
(24.26, 7.96), (24.26, 7.94), [225, 225, 225]
(18.4, 16.05), (18.45, 16.12), [225, 225, 225]
(23.29, 17.14), (23.38, 17.1), [225, 225, 225]
(3.12, 5.79), (3.12, 5.77), [225, 225, 225]
(2.62, 1.59), (2.62, 1.56), [225, 225, 225]
(8.27, 15.31), (8.27, 15.29), [225, 225, 225]
(2.62, 15.86), (2.62, 15.83), [225, 225, 225]
(9.09, 11.24), (9.12, 11.23), [225, 225, 225]
(22.36, 12.87), (22.45, 12.9), [225, 225, 225]
(14.03, 1.02), (14.0, 1.1), [225, 225, 225]
(23.67, 5.06), (23.67, 5.03), [225, 225, 225]
(4.75, 5.93), (4.75, 5.9), [225, 225, 225]
(5.91, 12.48), (6.0, 12.48), [225, 225, 225]
(0.49, 18.73), (0.49, 18.71), [225, 225, 225]
(6.94, 14.37), (6.94, 14.34), [225, 225, 225]
(23.08, 15.75), (23.03, 15.83), [225, 225, 225]
(6.57, 2.29), (6.57, 2.27), [225, 225, 225]
(7.25, 14.15), (7.25, 14.12), [225, 225, 225]
(0.56, 14.26), (0.56, 14.23), [225, 225, 225]
(10.62, 14.56), (10.62, 14.53), [225, 225, 225]
(18.41, 16.39), (18.44, 16.44), [225, 225, 225]
(1.57, 6.12), (1.57, 6.09), [225, 225, 225]
(18.13, 2.21), (18.11, 2.19), [225, 225, 225]
(24.43, 12.79), (24.4, 12.71), [225, 225, 225]
(3.86, 7.07), (3.86, 7.04), [225, 225, 225]
(4.43, 10.85), (4.52, 10.86), [225, 225, 225]
(18.36, 3.0), (18.36, 2.97), [225, 225, 225]
(10.15, 12.01), (10.15, 11.98), [225, 225, 225]
(8.21, 0.5), (8.21, 0.47), [225, 225, 225]
(4.8, 11.06), (4.89, 11.08), [225, 225, 225]
(9.41, 11.27), (9.41, 11.25), [225, 225, 225]
(10.03, 11.27), (10.03, 11.25), [225, 225, 225]
(23.7, 12.75), (23.77, 12.8), [225, 225, 225]
(13.15, 7.03), (13.09, 7.02), [225, 225, 225]
(20.59, 3.95), (20.59, 3.92), [225, 225, 225]
(8.15, 13.69), (8.15, 13.66), [225, 225, 225]
(6.54, 15.72), (6.54, 15.69), [225, 225, 225]
